"name","name_jp","npatients","ncurrentpatients","nexits","ndeaths","nheavycurrentpatients","nunknowns","ninspections"
"Hokkaido","北海道",11930,1938,9673,371,35,52,207002
"Aomori","青森県",390,40,344,6,2,0,8573
"Iwate","岩手県",327,117,196,14,3,0,12829
"Miyagi","宮城県",1682,359,1311,12,4,0,23163
"Akita","秋田県",94,4,89,1,0,0,3878
"Yamagata","山形県",302,108,192,2,2,0,9487
"Fukushima","福島県",682,138,534,10,5,0,48583
"Ibaraki","茨城県",2098,270,1794,34,11,0,18137
"Tochigi","栃木県",968,242,726,3,11,3,64646
"Gunma","群馬県",1867,404,1434,29,6,0,46260
"Saitama","埼玉県",11290,1986,9127,177,39,0,280300
"Chiba","千葉県",8808,1145,7559,104,15,0,201920
"Tokyo","東京都",50154,5442,44151,561,66,0,894214
"Kanagawa","神奈川県",16298,1880,14188,230,51,0,311376
"Niigata","新潟県",428,75,353,3,0,3,25524
"Toyama","富山県",484,21,437,26,1,0,19756
"Ishikawa","石川県",947,72,828,50,0,3,26524
"Fukui","福井県",337,14,312,11,2,0,17343
"Yamanashi","山梨県",467,35,422,10,1,0,14278
"Nagano","長野県",1023,138,851,9,7,25,40462
"Gifu","岐阜県",1682,384,1276,22,4,0,55191
"Shizuoka","静岡県",2322,612,1683,27,11,0,74303
"Aichi","愛知県",13519,2237,11130,152,36,0,170726
"Mie","三重県",1122,176,931,15,5,0,26913
"Shiga","滋賀県",903,72,820,11,1,0,32908
"Kyoto","京都府",3559,609,2922,43,8,15,79776
"Osaka","大阪府",26476,3850,22146,464,156,16,405158
"Hyogo","兵庫県",7846,826,6892,128,45,0,120191
"Nara","奈良県",1600,222,1363,15,9,0,41712
"Wakayama","和歌山県",572,44,510,7,6,11,15614
"Tottori","鳥取県",68,8,59,0,1,1,20998
"Shimane","島根県",178,15,163,0,1,0,8556
"Okayama","岡山県",911,204,642,12,3,53,27231
"Hiroshima","広島県",2026,279,1117,12,10,618,56843
"Yamaguchi","山口県",453,50,397,2,5,4,24734
"Tokushima","徳島県",188,3,176,9,0,0,14157
"Kagawa","香川県",206,38,165,3,0,0,20313
"Ehime","愛媛県",374,53,312,9,2,0,10835
"Kochi","高知県",465,166,294,5,0,0,5176
"Fukuoka","福岡県",6998,841,6046,111,13,0,236143
"Saga","佐賀県",405,48,359,3,0,5,13004
"Nagasaki","長崎県",352,65,277,3,2,7,31987
"Kumamoto","熊本県",1353,161,1085,13,5,94,29145
"Oita","大分県",559,117,438,4,5,0,36605
"Miyazaki","宮崎県",647,78,569,4,2,4,11569
"Kagoshima","鹿児島県",868,157,711,13,1,13,33826
"Okinawa","沖縄県",4926,321,4533,77,6,5,82311
